Cell_ID,X_Coordinate,Y_Coordinate,Assigned_Cell_Type,Assignment_Probability,Is_Top_75_Percent,ROI_Region,In_E_Region,In_MVL_Region
CR158ee290a-1,19925.33409090909,24373.77727272727,Ex_KIAA1217,0.0012139187,True,outside,False,False
CR158ee290a-10,23179.426666666663,2728.6525,Ex_SATB2_FOXP2,0.00053919206,True,outside,False,False
CR158ee290a-100,19228.386315789478,2433.592105263158,Ex_DACH2_RORB,0.0018455306,True,outside,False,False
CR158ee290a-1000,19671.753636363635,13631.190454545454,Inh_MGE_like_SST_ABI3BP,0.004543478,True,outside,False,False
CR158ee290a-1001,28628.732222222217,10568.28888888889,Ex_DACH2_ADAMTS5,0.00079290825,True,outside,False,False
CR158ee290a-1002,17066.513125,4871.295625,Ex_SATB2_FOXP2,0.0017332062,True,outside,False,False
CR158ee290a-1003,31596.090606060607,8530.806969696969,Ex_DACH2_RORB,0.006363702,True,outside,False,False
CR158ee290a-1004,18280.23375,15676.2825,Ex_SATB2_FOXP2,0.0010288148,True,outside,False,False
CR158ee290a-1005,24740.98,12776.21,Inh_MGE_like_SST_SLC24A2,0.0020016874,True,outside,False,False
CR158ee290a-1006,17921.783448275863,12823.040344827588,Ex_KIAA1217,0.002133572,True,outside,False,False
CR158ee290a-1007,31018.86,6226.8452,Inh_MGE_like_SST_SLC24A2,0.0013085564,True,outside,False,False
CR158ee290a-1008,8773.231578947369,17074.216842105263,Ex_SATB2_FOXP2,0.0016714847,True,e,True,False
CR158ee290a-1009,3115.64,9477.1,Ex_DACH2_MGAT4C,0.0016130742,True,outside,False,False
CR158ee290a-101,23379.42769230769,14128.463846153843,Ex_SATB2_OVOA,0.0022041863,True,outside,False,False
CR158ee290a-1010,21872.72583333333,23479.30416666667,Inh_MGE_like_SST_ABI3BP,0.004431356,True,outside,False,False
CR158ee290a-1011,26631.78428571429,16475.19761904762,Inh_OB_CPA6,0.005053952,True,outside,False,False
CR158ee290a-1012,25568.49,18320.65705882353,Ex_DACH2_ITGA9,0.0038658325,True,outside,False,False
CR158ee290a-1013,6117.894285714286,18977.99,Ex_SATB2_OVOA,0.0024279046,True,outside,False,False
CR158ee290a-1014,15320.989090909092,4381.144545454546,Ex_DACH2_RORB,0.0011994074,True,outside,False,False
CR158ee290a-1015,7328.645,17834.8225,Inh_LGE_like_FOXP2,0.0005653458,True,outside,False,False
CR158ee290a-1016,9719.122727272728,9522.293636363636,Ex_DACH2_MGAT4C,0.0016093043,True,outside,False,False
CR158ee290a-1017,26027.54857142857,7820.884285714285,Ex_DACH2_CEMIP,0.0011097498,True,outside,False,False
CR158ee290a-1018,4232.614545454545,14476.122727272728,Ex_DACH2_MGAT4C,0.00248019,True,outside,False,False
CR158ee290a-1019,19627.19777777778,12182.796666666669,Inh_MGE_like_SST_ABI3BP,0.004072328,True,outside,False,False
CR158ee290a-102,11928.23923076923,10724.197692307693,Inh_LGE_like_FOXP2,0.00055129186,True,e,True,False
CR158ee290a-1020,10121.992500000002,5770.011875000001,Ex_KIAA1217,0.0023293626,True,mvl,False,True
CR158ee290a-1021,22573.788461538457,15080.973076923075,Ex_KIAA1217,0.0022594028,True,outside,False,False
CR158ee290a-1022,10723.86,10632.26,Ex_DACH2_ZMAT4,0.003407179,True,e,True,False
CR158ee290a-1023,11427.0925,16821.351666666666,Ex_DACH2_ITGA9,0.0024045818,True,e,True,False
CR158ee290a-1024,12122.204062499999,15629.0265625,Inh_MGE_like_SST_PVALB,0.00090569106,True,e,True,False
CR158ee290a-1025,19079.903,13019.63,Ex_SATB2_OVOA,0.000665885,True,outside,False,False
CR158ee290a-1026,11269.46129032258,17719.432903225807,Inh_MGE_like_SST_PVALB,0.0007547289,True,outside,False,False
CR158ee290a-1027,9679.212,15378.592,Ex_SATB2_FOXP2,0.00091857574,True,e,True,False
CR158ee290a-1028,14074.99761904762,20673.341428571428,Inh_LGE_like_FOXP1_DGKH,0.0014167131,True,outside,False,False
CR158ee290a-1029,21334.896666666667,12172.83,Ex_DACH2_GRIK4,0.00061312184,True,outside,False,False
CR158ee290a-103,12221.233333333332,18031.036666666667,Inh_LGE_like_FOXP1_DGKH,0.001516605,True,outside,False,False
CR158ee290a-1030,23515.687857142857,17379.197142857145,Ex_SATB2_FOXP2,0.0017892116,True,outside,False,False
CR158ee290a-1031,10323.882727272729,10115.645454545454,Ex_DACH2_GRIK4,0.0014551342,True,e,True,False
CR158ee290a-1032,22522.41692307692,10926.944615384617,Inh_MGE_like_SST_SLC24A2,0.004138576,True,outside,False,False
CR158ee290a-1033,17931.021249999998,5231.5875,Ex_DACH2_NR4A3,0.0034021402,True,outside,False,False
CR158ee290a-1034,12474.4,15517.0875,Ex_DACH2_CEMIP,0.0035332511,True,e,True,False
CR158ee290a-1035,26421.933,11674.1645,Ex_DACH2_ZMAT4,0.0017618812,True,outside,False,False
CR158ee290a-1036,12232.536923076923,15817.296923076918,Ex_DACH2_GRIK4,0.0012205914,True,e,True,False
CR158ee290a-1037,17467.4175,12571.18125,Ex_DACH2_ADAMTS5,0.00076019834,True,outside,False,False
CR158ee290a-1038,9127.830666666669,16171.423333333334,Inh_LGE_like_FOXP2,0.0009544875,True,e,True,False
CR158ee290a-1039,16366.174999999997,13575.295,Ex_DACH2_ADAMTS5,0.00097424845,True,outside,False,False
CR158ee290a-104,23027.515000000003,17630.39214285714,Ex_SATB2_ZNF385B,0.0023166705,True,outside,False,False
CR158ee290a-1040,19271.74777777778,15521.630555555554,Ex_DACH2_ZMAT4,0.0014721237,True,outside,False,False
CR158ee290a-1041,26773.569999999996,13819.93625,Ex_SATB2_FOXP2,0.001584117,True,outside,False,False
CR158ee290a-1042,15031.522857142858,9578.021428571428,Ex_DACH2_GRIK4,0.0012199112,True,outside,False,False
CR158ee290a-1043,23072.485,7227.987777777777,Ex_SATB2_SOX6,0.0005970232,True,outside,False,False
CR158ee290a-1044,10217.845,10076.643125,Ex_DACH2_RORB,0.001445177,True,e,True,False
CR158ee290a-1045,4228.775555555556,14918.935555555558,Ex_DACH2_CEMIP,0.0021410233,True,outside,False,False
CR158ee290a-1046,11582.0075,15878.468125,Ex_DACH2_ITGA9,0.0017641135,True,e,True,False
CR158ee290a-1047,31168.24357142857,9732.70642857143,Inh_MGE_like_SST_PVALB,0.00074639,True,outside,False,False
CR158ee290a-1048,24477.046666666665,4568.415555555555,Ex_SATB2_OVOA,0.0006283917,True,outside,False,False
CR158ee290a-1049,22884.841666666667,11818.595555555556,Ex_SATB2_ZNF385B,0.0018040614,True,outside,False,False
CR158ee290a-105,10275.341818181818,16070.923636363636,Ex_BCL6,0.0018844259,True,e,True,False
CR158ee290a-1050,4970.471666666666,16527.890833333335,Inh_OB_CPA6,0.0019223082,True,outside,False,False
CR158ee290a-1051,19326.1725,6169.71125,Ex_SATB2_OVOA,0.00066879316,True,outside,False,False
CR158ee290a-1052,17623.826666666668,16876.30888888889,Ex_SATB2_ZNF385B,0.0015656576,True,outside,False,False
CR158ee290a-1053,14222.174166666666,14277.5775,Ex_DACH2_ADAMTS5,0.0008033523,True,outside,False,False
CR158ee290a-1054,25327.69777777778,3862.34,Ex_DACH2_GRIK4,0.0025008703,True,outside,False,False
CR158ee290a-1055,6423.576666666667,12623.985833333334,Ex_DACH2_RORB,0.0058311303,True,e,True,False
CR158ee290a-1056,30581.16777777778,7123.025555555555,Ex_BCL6,0.0022068308,True,outside,False,False
CR158ee290a-1057,20673.04,16627.3725,Ex_DACH2_NR4A3,0.0037017204,True,outside,False,False
CR158ee290a-1058,19919.123333333333,12421.496666666664,Ex_SATB2_ZNF385B,0.0020367452,True,outside,False,False
CR158ee290a-1059,17228.65846153846,19234.70846153846,Inh_MGE_like_SST_SLC24A2,0.001177383,True,outside,False,False
CR158ee290a-106,8323.715384615385,18227.105384615385,Inh_MGE_like_SST_ABI3BP,0.004464142,True,outside,False,False
CR158ee290a-1060,3620.5092307692307,9780.940769230769,Ex_DACH2_GRIK4,0.0018193992,True,outside,False,False
CR158ee290a-1061,13126.819166666666,12676.553333333331,Ex_DACH2_CEMIP,0.0023028192,True,e,True,False
CR158ee290a-1062,15683.769999999999,5025.197272727272,Ex_SATB2_OVOA,0.00083904853,True,outside,False,False
CR158ee290a-1063,24617.411428571428,16422.405714285713,Ex_SATB2_OVOA,0.0019644995,True,outside,False,False
CR158ee290a-1064,5368.254166666667,13881.621666666666,Ex_DACH2_ADAMTS5,0.001034457,True,e,True,False
CR158ee290a-1065,8968.369999999999,12412.06,Ex_DACH2_MGAT4C,0.0011474605,True,e,True,False
CR158ee290a-1066,20629.001875,10377.761875,Ex_DACH2_NR4A3,0.003691805,True,outside,False,False
CR158ee290a-1067,9774.183809523807,18120.72238095238,Inh_LGE_like_FOXP1_DGKH,0.0015523193,True,outside,False,False
CR158ee290a-1068,21372.52647058824,12923.642352941177,Ex_DACH2_LHX2,0.009284627,True,outside,False,False
CR158ee290a-1069,16619.174,4026.1839999999997,Inh_MGE_like_SST_PVALB,0.00075147324,True,outside,False,False
CR158ee290a-107,26477.715,7174.110000000001,Ex_DACH2_MGAT4C,0.0013510601,True,outside,False,False
CR158ee290a-1070,24874.341875,4977.680625,Ex_SATB2_SOX6,0.0005857776,True,outside,False,False
CR158ee290a-1071,6580.666,10771.981,Ex_DACH2_ZMAT4,0.0024722358,True,e,True,False
CR158ee290a-1072,24478.546875,11236.23625,Inh_LGE_like_FOXP2,0.0006039477,True,outside,False,False
CR158ee290a-1073,23933.265333333333,19080.336666666662,Ex_KIAA1217,0.002199451,True,outside,False,False
CR158ee290a-1074,22330.074285714283,18827.665,Inh_MGE_like_SST_PVALB,0.0009475037,True,outside,False,False
CR158ee290a-1075,31675.551363636365,10524.639545454544,Inh_OB_CPA6,0.0053276797,True,outside,False,False
CR158ee290a-1076,24924.036666666667,16423.56266666667,Ex_SATB2_ZNF385B,0.0020739296,True,outside,False,False
CR158ee290a-1077,21671.89375,14178.56125,Ex_DACH2_NR4A3,0.0027160426,True,outside,False,False
CR158ee290a-1078,21478.079999999998,6981.432142857143,Ex_SATB2_FOXP2,0.0021965753,True,outside,False,False
CR158ee290a-1079,6274.6475,12228.136666666664,Ex_DACH2_ITGA9,0.005596016,True,e,True,False
CR158ee290a-108,29125.918,8170.497,Ex_DACH2_NR4A3,0.0032651545,True,outside,False,False
CR158ee290a-1080,31015.205,11820.53888888889,Ex_DACH2_GRIK4,0.0007281509,True,outside,False,False
CR158ee290a-1081,26579.282272727272,9772.125454545456,Ex_DACH2_NR4A3,0.003660224,True,outside,False,False
CR158ee290a-1082,8578.410666666667,21021.50733333333,Ex_DACH2_MGAT4C,0.001194311,True,outside,False,False
CR158ee290a-1083,5021.4838709677415,13827.47193548387,Ex_DACH2_MGAT4C,0.0016156738,True,outside,False,False
CR158ee290a-1084,8325.669333333333,18913.38333333333,Ex_DACH2_GRIK4,0.003848714,True,outside,False,False
CR158ee290a-1085,12420.398,19630.32,Inh_LGE_like_FOXP1_DGKH,0.00053698674,True,outside,False,False
CR158ee290a-1086,15722.623,9666.949,Inh_LGE_like_FOXP1_DGKH,0.00040389513,True,outside,False,False
CR158ee290a-1087,10321.5885,14777.3995,Ex_SATB2_SOX6,0.00063533377,True,e,True,False
CR158ee290a-1088,6275.301538461538,14771.186923076924,Inh_MGE_like_SST_SLC24A2,0.0015264094,True,e,True,False
CR158ee290a-1089,9080.91625,12571.7725,Ex_DACH2_RORB,0.008660496,True,e,True,False
CR158ee290a-109,21915.52909090909,8920.739090909092,Ex_SATB2_ZNF385B,0.002904872,True,outside,False,False
CR158ee290a-1090,7279.226363636364,15274.343636363636,Ex_DACH2_ADAMTS5,0.0008734406,True,e,True,False
CR158ee290a-1091,24672.52,17226.210666666666,Ex_SATB2_ZNF385B,0.0014485958,True,outside,False,False
CR158ee290a-1092,12827.23222222222,14086.818888888889,Inh_LGE_like_FOXP2,0.0007974205,True,e,True,False
CR158ee290a-1093,13922.365,11581.452142857144,Inh_LGE_like_FOXP1_DGKH,0.0010763461,True,e,True,False
CR158ee290a-1094,25625.034166666668,9075.841666666667,Ex_DACH2_ITGA9,0.004599431,True,outside,False,False
CR158ee290a-1095,21427.80448275862,9523.138620689657,Ex_SATB2_FOXP2,0.0022572977,True,outside,False,False
CR158ee290a-1096,23377.767368421053,6982.660526315789,Ex_SATB2_SOX6,0.00091927435,True,outside,False,False
CR158ee290a-1097,21868.590833333332,5276.515,Ex_SATB2_SOX6,0.0005143466,True,outside,False,False
CR158ee290a-1098,15480.156470588234,17730.47117647059,Inh_OB_CPA6,0.00055076764,True,outside,False,False
CR158ee290a-1099,18089.710000000003,4226.7491666666665,Ex_SATB2_OVOA,0.0011010085,True,outside,False,False
CR158ee290a-11,12173.443076923077,14780.556153846155,Ex_DACH2_MGAT4C,0.0010649398,True,e,True,False
CR158ee290a-110,16075.3575,11223.92125,Ex_DACH2_CEMIP,0.0028685515,True,outside,False,False
CR158ee290a-1100,9873.675333333334,14228.11,Ex_DACH2_SLIT2,0.011153273,True,e,True,False
CR158ee290a-1101,21416.39285714286,3723.6392857142855,Ex_SATB2_SOX6,0.00058948854,True,outside,False,False
CR158ee290a-1102,15066.910526315787,14627.418947368422,Ex_DACH2_GRIK4,0.0023338855,True,outside,False,False
CR158ee290a-1103,4832.656153846154,8578.798461538461,Ex_DACH2_ZMAT4,0.0009741267,True,outside,False,False
CR158ee290a-1104,10281.521666666666,15177.51916666667,Ex_DACH2_ADAMTS5,0.00052818895,True,e,True,False
CR158ee290a-1105,16265.15,5081.805555555556,Ex_SATB2_ZNF385B,0.00071527174,True,outside,False,False
CR158ee290a-1106,13222.823529411764,8677.854705882353,Ex_DACH2_GRIK4,0.0016756528,True,outside,False,False
CR158ee290a-1107,8124.156153846154,13525.47230769231,Ex_SATB2_ZNF385B,0.0006838918,True,e,True,False
CR158ee290a-1108,12828.718000000003,14123.596,Ex_DACH2_ADAMTS5,0.0009163273,True,e,True,False
CR158ee290a-1109,5719.66,15374.518333333332,Ex_DACH2_ADAMTS5,0.0010815236,True,e,True,False
CR158ee290a-111,19718.441,8270.736,Ex_DACH2_MGAT4C,0.0010300126,True,outside,False,False
CR158ee290a-1110,17677.594782608696,10373.174782608696,Ex_DACH2_GRIK4,0.0009219686,True,outside,False,False
CR158ee290a-1111,9220.705384615385,15321.59846153846,Ex_SATB2_OVOA,0.0018908549,True,e,True,False
CR158ee290a-1112,27971.012222222216,9677.603333333334,Ex_DACH2_GRIK4,0.0005435913,True,outside,False,False
CR158ee290a-1113,15933.476153846152,9418.37846153846,Ex_DACH2_MGAT4C,0.0017471216,True,outside,False,False
CR158ee290a-1114,26576.672352941176,14339.715882352943,Ex_DACH2_ADAMTS5,0.0011751909,True,outside,False,False
CR158ee290a-1115,21915.56272727273,16907.70090909091,Ex_SATB2_SOX6,0.0005068731,True,outside,False,False
CR158ee290a-1116,9521.26923076923,14271.756153846152,Ex_DACH2_LHX2,0.00084047846,True,e,True,False
CR158ee290a-1117,12877.056923076922,8623.86846153846,Inh_MGE_like_SST_PVALB,0.0009977097,True,outside,False,False
CR158ee290a-1118,23669.67923076923,6725.178461538462,Ex_SATB2_ZNF385B,0.0016551572,True,outside,False,False
CR158ee290a-1119,10419.915833333333,6778.751666666667,Ex_SATB2_OVOA,0.0008997853,True,mvl,False,True
CR158ee290a-112,10229.29142857143,7872.212142857143,Inh_MGE_like_SST_PVALB,0.0011004446,True,outside,False,False
CR158ee290a-1120,10771.714999999998,23623.956363636364,Ex_DACH2_MGAT4C,0.0012167445,True,outside,False,False
CR158ee290a-1121,9927.094090909091,17181.41409090909,Ex_DACH2_ITGA9,0.0019221689,True,outside,False,False
CR158ee290a-1122,3577.531111111111,15181.378333333334,Inh_LGE_like_FOXP2,0.00079576514,True,outside,False,False
CR158ee290a-1123,3083.3355555555554,14260.702222222222,Inh_MGE_like_SST_PVALB,0.0011861074,True,outside,False,False
CR158ee290a-1124,17573.166363636363,17833.109090909093,Inh_MGE_like_SST_PVALB,0.0006112718,True,outside,False,False
CR158ee290a-1125,6671.337333333334,17975.228666666666,Ex_DACH2_NR4A3,0.0019108808,True,outside,False,False
CR158ee290a-1126,10573.972727272729,12080.460909090909,Inh_MGE_like_SST_PVALB,0.0007333667,True,e,True,False
CR158ee290a-1127,7574.246666666667,15215.350833333332,Ex_SATB2_OVOA,0.0014977199,True,e,True,False
CR158ee290a-1128,20317.866666666665,20231.887777777774,Inh_MGE_like_SST_PVALB,0.00076943735,True,outside,False,False
CR158ee290a-1129,9031.136153846152,15125.609230769232,Ex_DACH2_CEMIP,0.002615248,True,e,True,False
CR158ee290a-113,10324.845294117647,15071.5,Ex_DACH2_ZMAT4,0.0012511923,True,e,True,False
CR158ee290a-1130,27129.1825,11176.016666666668,Ex_DACH2_GRIK4,0.001701259,True,outside,False,False
CR158ee290a-1131,10424.76875,9971.9075,Ex_DACH2_MGAT4C,0.00079938915,True,outside,False,False
CR158ee290a-1132,32370.545,9219.225,Ex_SATB2_ZNF385B,0.001797208,True,outside,False,False
CR158ee290a-1133,21576.635294117645,4273.483529411765,Inh_OB_CPA6,0.0013286792,True,outside,False,False
CR158ee290a-1134,14026.182777777778,9926.075555555555,Ex_DACH2_GRIK4,0.0019572729,True,outside,False,False
CR158ee290a-1135,10477.576363636364,15379.835454545457,Inh_MGE_like_SST_ABI3BP,0.004911594,True,e,True,False
CR158ee290a-1136,21568.800909090907,13114.15,Inh_MGE_like_SST_ABI3BP,0.004436259,True,outside,False,False
CR158ee290a-1137,10170.39857142857,8425.619285714285,Ex_DACH2_MGAT4C,0.0016958377,True,outside,False,False
CR158ee290a-1138,9420.2,6218.64,Inh_LGE_like_FOXP1_DGKH,0.00051662,True,outside,False,False
CR158ee290a-1139,25773.464285714286,5177.583571428571,Inh_LGE_like_FOXP2,0.0013134796,True,outside,False,False
CR158ee290a-114,17179.24714285714,10433.864285714286,Inh_MGE_like_SST_SLC24A2,0.0024988542,True,outside,False,False
CR158ee290a-1140,9378.074444444444,7320.48,Ex_KIAA1217,0.002071357,True,outside,False,False
CR158ee290a-1141,7812.945714285714,22928.17857142857,Inh_LGE_like_FOXP2,0.00061671523,True,outside,False,False
CR158ee290a-1142,10973.483846153847,15275.867692307693,Ex_DACH2_ZMAT4,0.0025384496,True,e,True,False
CR158ee290a-1143,20883.76714285714,13679.396428571426,Ex_SATB2_SOX6,0.000661277,True,outside,False,False
CR158ee290a-1144,15076.713333333331,17426.3325,Ex_DACH2_ADAMTS5,0.00077321724,True,outside,False,False
CR158ee290a-1145,12728.069166666666,13769.31,Ex_DACH2_GRIK4,0.0015280583,True,e,True,False
CR158ee290a-1146,9630.754,10170.116,Ex_SATB2_SOX6,0.00062493037,True,e,True,False
CR158ee290a-1147,13171.164545454543,8517.699090909091,Ex_SATB2_SOX6,0.0007081007,True,outside,False,False
CR158ee290a-1148,25131.839047619047,5426.652380952381,Ex_SATB2_ZNF385B,0.0020233742,True,outside,False,False
CR158ee290a-1149,25483.8375,4183.5391666666665,Ex_BCL6,0.0099402,True,outside,False,False
CR158ee290a-115,23566.377200000003,9174.1692,Inh_LGE_like_FOXP2,0.00052093505,True,outside,False,False
CR158ee290a-1150,24125.337,14316.741,Ex_DACH2_CEMIP,0.0028633068,True,outside,False,False
CR158ee290a-1151,18677.5475,6432.98,Ex_KIAA1217,0.0023051698,True,outside,False,False
CR158ee290a-1152,4728.492857142856,17629.947857142855,Ex_DACH2_ADAMTS5,0.0004884241,True,outside,False,False
CR158ee290a-1153,14774.539166666667,15377.141666666668,Inh_MGE_like_SST_SLC24A2,0.0040165265,True,outside,False,False
CR158ee290a-1154,8326.406111111111,21671.79111111111,Ex_KIAA1217,0.0023006073,True,outside,False,False
CR158ee290a-1155,16774.078695652173,2422.748260869565,Ex_DACH2_ZMAT4,0.000984068,True,outside,False,False
CR158ee290a-1156,17970.083214285714,6551.510192307694,Ex_DACH2_RORB,0.0048518153,True,outside,False,False
CR158ee290a-1157,22573.31,19076.0025,Ex_SATB2_OVOA,0.0018390734,True,outside,False,False
CR158ee290a-1158,28426.655238095245,14083.203809523811,Ex_DACH2_NR4A3,0.0015476733,True,outside,False,False
CR158ee290a-1159,4525.708666666667,12859.494666666667,Ex_DACH2_ADAMTS5,0.0008933921,True,outside,False,False
CR158ee290a-116,17719.885809523807,2203.936,Ex_SATB2_ZNF385B,0.001106845,True,outside,False,False
CR158ee290a-1160,10428.509,13165.178999999998,Inh_MGE_like_SST_ABI3BP,0.004740424,True,e,True,False
CR158ee290a-1161,7034.6125,16925.7725,Inh_MGE_like_SST_SLC24A2,0.0006963254,True,e,True,False
CR158ee290a-1162,22626.48210526316,11177.485263157892,Ex_SATB2_FOXP2,0.0006813368,True,outside,False,False
CR158ee290a-1163,8723.721333333333,15071.96,Inh_OB_CPA6,0.0017102313,True,e,True,False
CR158ee290a-1164,13521.65181818182,9975.386363636364,Ex_DACH2_CEMIP,0.0023867672,True,outside,False,False
CR158ee290a-1165,22527.985384615386,15272.542307692309,Ex_SATB2_FOXP2,0.0014919734,True,outside,False,False
CR158ee290a-1166,10627.172142857144,7626.503571428571,Ex_KIAA1217,0.0023360644,True,outside,False,False
CR158ee290a-1167,24118.06,18119.828,Ex_SATB2_OVOA,0.00086346566,True,outside,False,False
CR158ee290a-1168,10074.6275,18073.5825,Ex_DACH2_ITGA9,0.002515545,True,outside,False,False
CR158ee290a-1169,9781.713333333331,13879.278888888888,Inh_MGE_like_SST_PVALB,0.0010582403,True,e,True,False
CR158ee290a-117,19071.132142857143,2481.9121428571425,Inh_MGE_like_SST_SLC24A2,0.0013563741,True,outside,False,False
CR158ee290a-1170,22027.24380952381,8071.680952380952,Ex_DACH2_MGAT4C,0.0009629842,True,outside,False,False
CR158ee290a-1171,21520.570454545454,14672.954545454546,Ex_DACH2_ZMAT4,0.0004233813,True,outside,False,False
CR158ee290a-1172,18579.916,19270.303333333333,Ex_DACH2_CEMIP,0.001412034,True,outside,False,False
CR158ee290a-1173,9166.998666666668,23729.427333333333,Inh_MGE_like_SST_ABI3BP,0.0045525045,True,outside,False,False
CR158ee290a-1174,31817.23933333333,10723.166,Inh_MGE_like_SST_PVALB,0.00063920405,True,outside,False,False
CR158ee290a-1175,19226.151,11876.079000000002,Ex_SATB2_FOXP2,0.0018873798,True,outside,False,False
CR158ee290a-1176,22818.79611111111,10676.11722222222,Ex_SATB2_ZNF385B,0.0013320398,True,outside,False,False
CR158ee290a-1177,11177.52,8077.151,Ex_SATB2_ZNF385B,0.0022126061,True,outside,False,False
CR158ee290a-1178,4375.894761904762,15785.467619047622,Inh_MGE_like_SST_PVALB,0.00092878885,True,outside,False,False
CR158ee290a-1179,11521.491666666669,15525.4,Ex_DACH2_ADAMTS5,0.0008133217,True,e,True,False
CR158ee290a-118,7269.469230769231,16374.950000000003,Ex_DACH2_ADAMTS5,0.0006272976,True,e,True,False
CR158ee290a-1180,11873.393333333332,13868.2725,Inh_MGE_like_SST_PVALB,0.0011130744,True,e,True,False
CR158ee290a-1181,25728.597777777777,7921.766666666666,Ex_DACH2_ITGA9,0.0029847664,True,outside,False,False
CR158ee290a-1182,26784.229333333333,10975.066666666668,Inh_LGE_like_FOXP2,0.0007051046,True,outside,False,False
CR158ee290a-1183,17883.525833333333,6323.9158333333335,Ex_KIAA1217,0.0017097616,True,outside,False,False
CR158ee290a-1184,9072.692631578948,24280.87263157895,Ex_DACH2_MGAT4C,0.00061857805,True,outside,False,False
CR158ee290a-1185,9925.552857142857,17923.73642857143,Inh_LGE_like_FOXP1_DGKH,0.0014370976,True,outside,False,False
CR158ee290a-1186,9721.690833333334,16078.7325,Ex_DACH2_ADAMTS5,0.0011453256,True,e,True,False
CR158ee290a-1187,7026.563333333334,11076.109333333334,Ex_SATB2_OVOA,0.001713498,True,e,True,False
CR158ee290a-1188,14738.175454545451,17425.257272727275,Ex_SATB2_OVOA,0.0017472387,True,outside,False,False
CR158ee290a-1189,14276.656363636364,24328.18636363636,Inh_LGE_like_FOXP2,0.00045463216,True,outside,False,False
CR158ee290a-119,27278.979285714286,16631.476428571426,Ex_BCL6,0.005086936,True,outside,False,False
CR158ee290a-1190,9272.24,15725.49857142857,Inh_MGE_like_SST_ABI3BP,0.0039004937,True,e,True,False
CR158ee290a-1191,10577.31090909091,27730.166363636366,Inh_LGE_like_FOXP1_DGKH,0.0012202219,True,outside,False,False
CR158ee290a-1192,22768.902,16487.157,Ex_KIAA1217,0.0013924689,True,outside,False,False
CR158ee290a-1193,10571.852727272728,16527.600454545456,Inh_LGE_like_FOXP1_DGKH,0.0014983473,True,e,True,False
CR158ee290a-1194,7673.377777777777,14278.70888888889,Ex_DACH2_ADAMTS5,0.0010120374,True,e,True,False
CR158ee290a-1195,28530.365833333333,12079.055833333332,Ex_DACH2_ZMAT4,0.0023678876,True,outside,False,False
CR158ee290a-1196,15331.985714285713,13521.607142857143,Inh_LGE_like_FOXP2,0.00073535414,True,outside,False,False
CR158ee290a-1197,20316.805,18528.175,Ex_DACH2_ADAMTS5,0.0011853154,True,outside,False,False
CR158ee290a-1198,23916.715238095243,16528.421904761904,Ex_DACH2_GRIK4,0.0014831501,True,outside,False,False
CR158ee290a-1199,25815.42405405405,6428.369729729729,Inh_MGE_like_SST_PVALB,0.0008061589,True,outside,False,False
CR158ee290a-12,8776.371538461539,15775.54846153846,Ex_DACH2_RORB,0.0064578652,True,e,True,False
CR158ee290a-120,12777.000833333334,16230.875833333334,Ex_DACH2_MGAT4C,0.0015282318,True,e,True,False
CR158ee290a-1200,12527.375,12674.4925,Ex_DACH2_NR4A3,0.002017869,True,e,True,False
CR158ee290a-1201,16579.127058823527,20080.993529411764,Ex_BCL6,0.0037206141,True,outside,False,False
CR158ee290a-1202,27871.986666666668,12734.436666666668,Ex_BCL6,0.002427801,True,outside,False,False
CR158ee290a-1203,20279.62888888889,17921.97,Ex_DACH2_MGAT4C,0.0008257419,True,outside,False,False
CR158ee290a-1204,13622.199375000002,17931.348125,Ex_SATB2_OVOA,0.0015832492,True,outside,False,False
CR158ee290a-1205,25322.022857142856,16181.688571428573,Ex_SATB2_ZNF385B,0.002471007,True,outside,False,False
CR158ee290a-1206,27818.9884,12324.645999999999,Inh_OB_CPA6,0.010714118,True,outside,False,False
CR158ee290a-1207,13073.937777777775,15627.28888888889,Inh_OB_CPA6,0.0009713961,True,e,True,False
CR158ee290a-1208,30181.94692307692,10172.906153846154,Ex_DACH2_NR4A3,0.0042439466,True,outside,False,False
CR158ee290a-1209,10523.467142857144,1384.4985714285715,Ex_SATB2_FOXP2,0.0024044684,True,outside,False,False
CR158ee290a-121,21221.085714285717,15627.775714285714,Ex_BCL6,0.0033050792,True,outside,False,False
CR158ee290a-1210,10368.5,23877.04,Inh_LGE_like_FOXP2,0.00070306,True,outside,False,False
CR158ee290a-1211,23064.900952380947,18785.18333333333,Ex_DACH2_ZMAT4,0.0014197574,True,outside,False,False
CR158ee290a-1212,24377.17882352941,19215.079411764706,Inh_MGE_like_SST_SLC24A2,0.002127646,True,outside,False,False
CR158ee290a-1213,15571.914285714282,10829.402142857143,Ex_DACH2_GRIK4,0.0024107434,True,outside,False,False
CR158ee290a-1214,25411.916666666668,8274.438333333334,Ex_DACH2_NR4A3,0.004069045,True,outside,False,False
CR158ee290a-1215,18219.806153846155,12171.434615384618,Ex_SATB2_FOXP2,0.0019247481,True,outside,False,False
CR158ee290a-1216,16224.604285714286,8429.335714285715,Ex_SATB2_SOX6,0.0007209383,True,outside,False,False
CR158ee290a-1217,11471.027647058823,16867.644705882354,Inh_MGE_like_SST_PVALB,0.00061925844,True,e,True,False
CR158ee290a-1218,9877.72,15383.433333333334,Inh_MGE_like_SST_PVALB,0.0011329239,True,e,True,False
