Cell_ID,X_Coordinate,Y_Coordinate,Assigned_Cell_Type,Assignment_Probability,Is_Top_75_Percent,ROI_Region,In_E_Region,In_MVL_Region
CR158ee290a-2525,22737.031666666662,6780.899166666666,Ex_SATB2_OVOA,0.000740474,True,outside,False,False
CR158ee290a-2526,11170.948333333334,22377.763333333336,Inh_MGE_like_SST_SLC24A2,0.002329828,True,outside,False,False
CR158ee290a-2527,3381.9614285714283,10676.354285714286,Ex_DACH2_ADAMTS5,0.0011536306,True,outside,False,False
CR158ee290a-2528,14984.725,12122.36,Ex_SATB2_SOX6,0.0005173809,True,outside,False,False
CR158ee290a-2529,21474.076,14228.1905,Ex_KIAA1217,0.0022087027,True,outside,False,False
CR158ee290a-253,22123.94090909091,8174.210909090908,Ex_KIAA1217,0.0012393453,True,outside,False,False
CR158ee290a-2530,27726.298666666666,12784.293,Ex_DACH2_NR4A3,0.002869684,True,outside,False,False
CR158ee290a-2531,29076.035,9870.478888888889,Ex_DACH2_CEMIP,0.0025035085,True,outside,False,False
CR158ee290a-2532,25867.646470588235,12716.454705882354,Inh_MGE_like_SST_SLC24A2,0.0008243302,True,outside,False,False
CR158ee290a-2533,4479.305454545454,16179.101818181816,Ex_DACH2_ITGA9,0.0051179244,True,outside,False,False
CR158ee290a-2534,28916.19842105263,12177.481578947369,Ex_SATB2_OVOA,0.0021534734,True,outside,False,False
CR158ee290a-2535,22424.92111111111,18080.26555555556,Inh_LGE_like_FOXP2,0.0005389582,True,outside,False,False
CR158ee290a-2536,8923.92111111111,19829.20888888889,Inh_MGE_like_SST_ABI3BP,0.0043300022,True,outside,False,False
CR158ee290a-2537,14568.253,12317.974,Ex_DACH2_ADAMTS5,0.00084130355,True,outside,False,False
CR158ee290a-2538,25371.603,15031.4665,Inh_LGE_like_FOXP2,0.0011574494,True,outside,False,False
CR158ee290a-2539,24073.325,5217.728,Ex_SATB2_SOX6,0.00055646856,True,outside,False,False
CR158ee290a-254,7074.21375,11779.475,Ex_DACH2_MGAT4C,0.00046778232,True,e,True,False
CR158ee290a-2540,19620.056,17421.058,Ex_DACH2_GRIK4,0.0007062954,True,outside,False,False
CR158ee290a-2541,8228.705082417584,6150.931648351649,Ex_SATB2_FOXP2,0.0019177644,True,outside,False,False
CR158ee290a-2542,27031.57696969697,12284.271212121212,Ex_SATB2_ZNF385B,0.0020677336,True,outside,False,False
CR158ee290a-2543,8323.741666666667,18773.505,Ex_DACH2_ADAMTS5,0.00065478875,True,outside,False,False
CR158ee290a-2544,12075.125384615383,15382.976923076923,Ex_DACH2_ZMAT4,0.0010159978,True,e,True,False
CR158ee290a-2545,11227.538571428571,15427.89357142857,Ex_DACH2_RORB,0.0069553945,True,e,True,False
CR158ee290a-2546,26874.175,15867.3325,Ex_SATB2_ZNF385B,0.0016221254,True,outside,False,False
CR158ee290a-2547,10872.54,19077.698947368423,Inh_MGE_like_SST_PVALB,0.00071173604,True,outside,False,False
CR158ee290a-2548,23939.618750000005,12471.223124999999,Ex_SATB2_SOX6,0.00067196693,True,outside,False,False
CR158ee290a-2549,23081.884210526317,8428.111578947368,Inh_LGE_like_FOXP2,0.000598519,True,outside,False,False
CR158ee290a-255,11222.742500000002,17419.305,Ex_DACH2_NR4A3,0.0020035028,True,outside,False,False
CR158ee290a-2550,29566.324666666667,10819.22,Ex_SATB2_OVOA,0.0008622244,True,outside,False,False
CR158ee290a-2551,4775.58,6930.058666666667,Ex_DACH2_GRIK4,0.002580078,True,outside,False,False
CR158ee290a-2552,13129.855555555556,17473.912777777776,Ex_DACH2_ZMAT4,0.003400002,True,outside,False,False
CR158ee290a-2553,18671.08875,10138.82375,Ex_SATB2_FOXP2,0.00058273127,True,outside,False,False
CR158ee290a-2554,10625.3275,10822.97625,Ex_DACH2_GRIK4,0.002079525,True,e,True,False
CR158ee290a-2555,23982.73,10278.376470588237,Ex_SATB2_OVOA,0.0019601027,True,outside,False,False
CR158ee290a-2556,29063.022727272728,11979.062727272729,Inh_LGE_like_FOXP1_DGKH,0.0012000251,True,outside,False,False
CR158ee290a-2557,16029.451333333333,17481.384000000002,Ex_DACH2_LHX2,0.0029619695,True,outside,False,False
CR158ee290a-2558,5464.124444444443,14420.722222222224,Ex_DACH2_LHX2,0.002051046,True,e,True,False
CR158ee290a-2559,11784.309333333336,8426.617333333334,Inh_MGE_like_SST_SLC24A2,0.0021801079,True,outside,False,False
CR158ee290a-256,13171.386428571428,17625.07857142857,Inh_MGE_like_SST_ABI3BP,0.0048647393,True,outside,False,False
CR158ee290a-2560,29612.105714285717,8685.202857142856,Ex_DACH2_ADAMTS5,0.0009164772,True,outside,False,False
CR158ee290a-2561,8875.310000000001,14827.195000000002,Ex_DACH2_ITGA9,0.003451125,True,e,True,False
CR158ee290a-2562,24926.912,3577.011,Ex_SATB2_SOX6,0.00054634264,True,outside,False,False
CR158ee290a-2563,26331.494,3673.612,Ex_DACH2_GRIK4,0.0014466116,True,outside,False,False
CR158ee290a-2564,16415.55933333333,17076.752,Ex_DACH2_CEMIP,0.0046839677,True,outside,False,False
CR158ee290a-2565,22574.627272727277,12381.135454545454,Inh_MGE_like_SST_SLC24A2,0.0019317422,True,outside,False,False
CR158ee290a-2566,19316.1325,13681.677,Ex_DACH2_MGAT4C,0.00089913403,True,outside,False,False
CR158ee290a-2567,20029.306666666664,11381.743333333334,Ex_DACH2_NR4A3,0.0044404427,True,outside,False,False
CR158ee290a-2568,23676.814230769232,5770.203076923077,Inh_LGE_like_FOXP1_DGKH,0.0011108208,True,outside,False,False
CR158ee290a-2569,5071.3325,13368.35875,Inh_MGE_like_SST_SLC24A2,0.002426378,True,outside,False,False
CR158ee290a-257,6528.769,11324.282,Ex_DACH2_RORB,0.0020710516,True,e,True,False
CR158ee290a-2570,23469.92944444444,13925.935,Ex_SATB2_OVOA,0.0005199772,True,outside,False,False
CR158ee290a-2571,17431.675625,15675.5625,Ex_DACH2_ADAMTS5,0.0007681855,True,outside,False,False
CR158ee290a-2572,13172.575161290322,17526.059032258065,Inh_MGE_like_SST_SLC24A2,0.0022202306,True,outside,False,False
CR158ee290a-2573,15130.806000000002,20121.864666666665,Inh_LGE_like_FOXP1_DGKH,0.0014844626,True,outside,False,False
CR158ee290a-2574,16670.142,6323.011333333333,Ex_DACH2_ITGA9,0.0018660884,True,outside,False,False
CR158ee290a-2575,22882.8312,6625.3472,Ex_DACH2_NR4A3,0.0027181117,True,outside,False,False
CR158ee290a-2576,13973.022307692308,16927.934615384616,Inh_MGE_like_SST_SLC24A2,0.0015232,True,e,True,False
CR158ee290a-2577,23076.665555555555,6127.193333333333,Ex_DACH2_ZMAT4,0.0007083165,True,outside,False,False
CR158ee290a-2578,8572.593636363636,22119.21090909091,Ex_DACH2_ITGA9,0.001389632,True,outside,False,False
CR158ee290a-2579,10123.84625,13622.695,Ex_DACH2_ZMAT4,0.0031606373,True,e,True,False
CR158ee290a-258,4876.284615384616,15972.044615384615,Ex_DACH2_MGAT4C,0.0011052625,True,outside,False,False
CR158ee290a-2580,10616.16153846154,16525.03076923077,Inh_LGE_like_FOXP1_DGKH,0.0010797482,True,e,True,False
CR158ee290a-2581,15674.852666666668,28517.56866666667,Ex_DACH2_ADAMTS5,0.0004009333,True,outside,False,False
CR158ee290a-2582,20718.273,18376.184,Inh_MGE_like_SST_PVALB,0.0009991708,True,outside,False,False
CR158ee290a-2583,21577.0775,2418.1608333333334,Inh_LGE_like_FOXP1_DGKH,0.0009883845,True,outside,False,False
CR158ee290a-2584,13184.616428571428,20220.17785714285,Inh_LGE_like_FOXP1_DGKH,0.0011855615,True,outside,False,False
CR158ee290a-2585,7768.801428571428,4031.6821428571434,Ex_BCL6,0.0017555034,True,outside,False,False
CR158ee290a-2586,6568.192,8422.503,Ex_DACH2_CEMIP,0.0053155134,True,outside,False,False
CR158ee290a-2587,25677.758400000002,6720.950400000001,Ex_DACH2_LHX2,0.009563023,True,outside,False,False
CR158ee290a-2588,14272.403,14332.111,Ex_DACH2_ADAMTS5,0.0011706628,True,outside,False,False
CR158ee290a-2589,16217.91142857143,20672.103214285715,Ex_DACH2_RORB,0.0015760697,True,outside,False,False
CR158ee290a-259,21818.27,14264.323750000001,Inh_MGE_like_SST_SLC24A2,0.0006624046,True,outside,False,False
CR158ee290a-2590,12134.213333333331,16128.9275,Ex_DACH2_ADAMTS5,0.00074209704,True,e,True,False
CR158ee290a-2591,3664.223571428571,9182.68142857143,Ex_SATB2_OVOA,0.0010674221,True,outside,False,False
CR158ee290a-2592,27080.42333333333,12828.501999999999,Ex_DACH2_ZMAT4,0.0019623954,True,outside,False,False
CR158ee290a-2593,7576.194,18629.506,Ex_DACH2_CEMIP,0.0053284145,True,outside,False,False
CR158ee290a-2594,11076.62,16726.387391304346,Inh_LGE_like_FOXP2,0.00045014702,True,e,True,False
CR158ee290a-2595,24917.508666666672,12621.944666666668,Ex_SATB2_OVOA,0.0018484833,True,outside,False,False
CR158ee290a-2596,7323.6125,9672.920833333334,Ex_SATB2_SOX6,0.0006939953,True,outside,False,False
CR158ee290a-2597,13629.448333333334,3879.716111111111,Ex_DACH2_GRIK4,0.003364735,True,outside,False,False
CR158ee290a-2598,7723.66125,16277.15375,Ex_SATB2_OVOA,0.00069571414,True,e,True,False
CR158ee290a-2599,25331.997272727273,12877.764545454544,Ex_KIAA1217,0.0013208253,True,outside,False,False
CR158ee290a-26,7169.256923076923,18723.42,Ex_SATB2_OVOA,0.001118956,True,outside,False,False
CR158ee290a-260,21624.768571428573,4028.5500000000006,Inh_MGE_like_SST_SLC24A2,0.0019180853,True,outside,False,False
CR158ee290a-2600,28326.69555555556,4874.642222222222,Ex_DACH2_GRIK4,0.0021666605,True,outside,False,False
CR158ee290a-2601,7973.545384615384,12769.924615384612,Ex_DACH2_RORB,0.0013630643,True,e,True,False
CR158ee290a-2602,26976.67818181818,10578.127272727272,Ex_DACH2_ADAMTS5,0.0011654312,True,outside,False,False
CR158ee290a-2603,22722.512272727272,13523.643636363637,Ex_SATB2_OVOA,0.0007313756,True,outside,False,False
CR158ee290a-2604,13923.3125,12425.8925,Ex_DACH2_ADAMTS5,0.0014689591,True,e,True,False
CR158ee290a-2605,22915.4865,11376.511,Ex_SATB2_SOX6,0.00045977876,True,outside,False,False
CR158ee290a-2606,27169.679,12523.019,Ex_BCL6,0.0018006029,True,outside,False,False
CR158ee290a-2607,22375.454166666663,17182.085833333334,Ex_DACH2_RORB,0.0052617313,True,outside,False,False
CR158ee290a-2608,24827.434,8774.0875,Ex_SATB2_ZNF385B,0.0035545814,True,outside,False,False
CR158ee290a-2609,7825.93,21023.55,Ex_DACH2_CEMIP,0.002225743,True,outside,False,False
CR158ee290a-261,14029.077857142856,12973.731428571427,Ex_DACH2_ADAMTS5,0.0014854494,True,e,True,False
CR158ee290a-2610,22531.07227272727,16222.26,Ex_SATB2_FOXP2,0.0018223401,True,outside,False,False
CR158ee290a-2611,14223.999411764706,19082.023529411767,Ex_DACH2_GRIK4,0.0010221231,True,outside,False,False
CR158ee290a-2612,13232.462222222222,8580.689999999999,Ex_SATB2_SOX6,0.0006287624,True,outside,False,False
CR158ee290a-2613,13930.258333333331,12271.651666666668,Ex_DACH2_ZMAT4,0.0012611216,True,e,True,False
CR158ee290a-2614,9571.773571428572,15575.605714285715,Ex_DACH2_ITGA9,0.0041162246,True,e,True,False
CR158ee290a-2615,12330.727692307692,13232.119230769227,Ex_BCL6,0.0047410754,True,e,True,False
CR158ee290a-2616,11521.681000000002,15875.281,Ex_SATB2_ZNF385B,0.0015771458,True,e,True,False
CR158ee290a-2617,29975.21,4930.239285714286,Inh_OB_CPA6,0.0016618171,True,outside,False,False
CR158ee290a-2618,14519.279285714287,16723.28714285714,Ex_DACH2_MGAT4C,0.0015528576,True,outside,False,False
CR158ee290a-2619,15516.899230769233,7167.118461538461,Inh_LGE_like_FOXP2,0.00049670326,True,outside,False,False
CR158ee290a-262,19670.6375,9324.183333333332,Inh_LGE_like_FOXP1_DGKH,0.0005057315,True,outside,False,False
CR158ee290a-2620,5775.911666666667,14576.615833333331,Ex_DACH2_RORB,0.0023679754,True,e,True,False
CR158ee290a-2621,9877.349375,7518.805625,Inh_LGE_like_FOXP2,0.0014702904,True,outside,False,False
CR158ee290a-2622,28528.9896,12432.208399999998,Inh_LGE_like_FOXP2,0.0007293015,True,outside,False,False
CR158ee290a-2623,24978.76111111111,16929.580555555556,Ex_KIAA1217,0.0017886033,True,outside,False,False
CR158ee290a-2624,19817.35307692308,19780.70923076923,Ex_DACH2_ADAMTS5,0.0011231897,True,outside,False,False
CR158ee290a-2625,6332.649444444444,18375.78555555556,Inh_OB_CPA6,0.0039807456,True,outside,False,False
CR158ee290a-2626,5223.292352941176,10033.456470588237,Inh_MGE_like_SST_PVALB,0.0008908154,True,outside,False,False
CR158ee290a-2627,17330.826470588236,11928.837647058825,Ex_DACH2_ZMAT4,0.0017158221,True,outside,False,False
CR158ee290a-2628,23275.9045,16817.309,Ex_SATB2_ZNF385B,0.0021425842,True,outside,False,False
CR158ee290a-2629,8276.496000000001,12621.711333333335,Ex_DACH2_RORB,0.0070571955,True,e,True,False
CR158ee290a-263,18427.10823529412,12284.68,Ex_SATB2_SOX6,0.0007075023,True,outside,False,False
CR158ee290a-2630,12415.131363636365,18915.72318181818,Ex_KIAA1217,0.0018103599,True,outside,False,False
CR158ee290a-2631,23870.356,19270.792,Ex_SATB2_OVOA,0.0018936575,True,outside,False,False
CR158ee290a-2632,17317.93076923077,14024.813846153846,Ex_SATB2_OVOA,0.0010098245,True,outside,False,False
CR158ee290a-2633,13322.66888888889,8124.664444444444,Inh_LGE_like_FOXP2,0.001056928,True,outside,False,False
CR158ee290a-2634,18874.227272727272,6660.664545454546,Ex_DACH2_ADAMTS5,0.0008698196,True,outside,False,False
CR158ee290a-2635,22430.52230769231,8026.625384615385,Ex_BCL6,0.0007845005,True,outside,False,False
CR158ee290a-2636,7776.778888888887,6672.2088888888875,Ex_DACH2_MGAT4C,0.00067317655,True,outside,False,False
CR158ee290a-2637,10079.49375,9427.41625,Ex_DACH2_GRIK4,0.0017350484,True,outside,False,False
CR158ee290a-2638,22519.022500000003,13831.956874999998,Ex_DACH2_ZMAT4,0.0011145977,True,outside,False,False
CR158ee290a-2639,20173.184705882355,9021.45,Ex_DACH2_GRIK4,0.00097398896,True,outside,False,False
CR158ee290a-264,10819.146666666666,15421.041666666666,Ex_DACH2_ITGA9,0.00347868,True,e,True,False
CR158ee290a-2640,14278.648181818182,6273.3,Ex_SATB2_FOXP2,0.0015630357,True,mvl,False,True
CR158ee290a-2641,12625.579285714286,22275.77214285715,Ex_DACH2_MGAT4C,0.0008356505,True,outside,False,False
CR158ee290a-2642,11975.222222222224,9730.318888888887,Inh_MGE_like_SST_SLC24A2,0.0013422465,True,outside,False,False
CR158ee290a-2643,26963.685833333333,11469.745,Inh_MGE_like_SST_SLC24A2,0.0035460833,True,outside,False,False
CR158ee290a-2644,7623.888333333333,11527.9075,Inh_MGE_like_SST_ABI3BP,0.0037385006,True,e,True,False
CR158ee290a-2645,15873.104444444443,18523.756666666668,Ex_SATB2_SOX6,0.0004234167,True,outside,False,False
CR158ee290a-2646,10129.189333333334,15328.651333333333,Ex_SATB2_SOX6,0.0008406527,True,e,True,False
CR158ee290a-2647,4326.637142857143,14477.765,Ex_DACH2_LHX2,0.0006173389,True,outside,False,False
CR158ee290a-2648,7026.947272727272,12560.774545454544,Ex_DACH2_ZMAT4,0.0020652246,True,e,True,False
CR158ee290a-2649,5465.115000000001,16276.095,Ex_SATB2_OVOA,0.0012230325,True,e,True,False
CR158ee290a-265,24211.537499999995,20274.1825,Ex_SATB2_OVOA,0.00051701255,True,outside,False,False
CR158ee290a-2650,11573.951,14367.664,Ex_DACH2_GRIK4,0.0026850346,True,e,True,False
CR158ee290a-2651,27172.962500000005,7022.6575,Ex_SATB2_OVOA,0.0018174275,True,outside,False,False
CR158ee290a-2652,21327.596428571425,9429.986428571428,Ex_KIAA1217,0.0017208155,True,outside,False,False
CR158ee290a-2653,15676.995555555555,7270.561111111111,Inh_MGE_like_SST_SLC24A2,0.0015001206,True,outside,False,False
CR158ee290a-2654,15874.974210526316,16821.21789473684,Ex_DACH2_ADAMTS5,0.0016117145,True,outside,False,False
CR158ee290a-2655,3573.681818181818,10275.401818181816,Ex_SATB2_OVOA,0.0022320813,True,outside,False,False
CR158ee290a-2656,20272.952,16686.226000000002,Ex_DACH2_ADAMTS5,0.0013392123,True,outside,False,False
CR158ee290a-2657,27169.71166666666,8568.193888888889,Inh_LGE_like_FOXP2,0.00078557554,True,outside,False,False
CR158ee290a-2658,21226.26695652174,14966.00347826087,Ex_DACH2_MGAT4C,0.00046652375,True,outside,False,False
CR158ee290a-2659,11832.528333333334,13725.527499999998,Ex_DACH2_ADAMTS5,0.0011379303,True,e,True,False
CR158ee290a-266,9718.992857142855,13174.990714285714,Ex_DACH2_ADAMTS5,0.00050323154,True,e,True,False
CR158ee290a-2660,26174.573333333334,9216.98,Ex_BCL6,0.0019749387,True,outside,False,False
CR158ee290a-2661,21663.65357142857,14731.269285714285,Ex_DACH2_LHX2,0.009111282,True,outside,False,False
CR158ee290a-2662,14371.650714285715,3282.605714285715,Inh_MGE_like_SST_ABI3BP,0.004754956,True,outside,False,False
CR158ee290a-2663,19622.44105263158,20815.85947368421,Ex_DACH2_GRIK4,0.0004877395,True,outside,False,False
CR158ee290a-2664,21273.9935,16167.837999999998,Ex_SATB2_ZNF385B,0.0010757769,True,outside,False,False
CR158ee290a-2665,27579.719090909097,8919.357272727273,Ex_DACH2_ADAMTS5,0.0010887444,True,outside,False,False
CR158ee290a-2666,14284.844666666668,16329.557333333334,Inh_LGE_like_FOXP2,0.0013833535,True,outside,False,False
CR158ee290a-2667,7672.173333333333,12222.737777777778,Inh_MGE_like_SST_PVALB,0.0009387724,True,e,True,False
CR158ee290a-2668,31326.378,12386.457333333332,Ex_DACH2_LHX2,0.013091388,True,outside,False,False
CR158ee290a-2669,11715.97787878788,11072.550909090909,Ex_DACH2_ITGA9,0.0019009457,True,e,True,False
CR158ee290a-267,22372.12769230769,8623.128461538461,Ex_SATB2_ZNF385B,0.001343283,True,outside,False,False
CR158ee290a-2670,11833.28210526316,15123.964736842108,Ex_DACH2_MGAT4C,0.0011824603,True,e,True,False
CR158ee290a-2671,9324.496666666666,15133.54222222222,Inh_LGE_like_FOXP1_DGKH,0.001359161,True,e,True,False
CR158ee290a-2672,24833.3175,14927.126875,Ex_DACH2_NR4A3,0.0041725775,True,outside,False,False
CR158ee290a-2673,4977.128888888889,17322.57611111111,Ex_DACH2_MGAT4C,0.00086648413,True,outside,False,False
CR158ee290a-2674,8525.7265,16977.6125,Ex_DACH2_ADAMTS5,0.00062827923,True,e,True,False
CR158ee290a-2675,16428.578400000002,19373.6864,Ex_DACH2_GRIK4,0.0008005746,True,outside,False,False
CR158ee290a-2676,9820.952857142856,14471.250714285716,Ex_DACH2_RORB,0.0014530633,True,e,True,False
CR158ee290a-2677,20816.77388888889,12380.305555555557,Inh_LGE_like_FOXP2,0.0005286696,True,outside,False,False
CR158ee290a-2678,22620.548823529407,14776.001764705885,Ex_SATB2_OVOA,0.0012470428,True,outside,False,False
CR158ee290a-2679,8728.862142857144,10574.579285714284,Ex_DACH2_GRIK4,0.0038415892,True,e,True,False
CR158ee290a-268,20780.09411764706,17176.52588235294,Ex_SATB2_ZNF385B,0.0019307494,True,outside,False,False
CR158ee290a-2680,14073.71357142857,14975.28642857143,Ex_DACH2_ADAMTS5,0.0004592639,True,e,True,False
CR158ee290a-2681,17470.9875,1369.4725,Ex_SATB2_OVOA,0.0010201642,True,outside,False,False
CR158ee290a-2682,27124.773809523806,6134.390476190475,Ex_DACH2_ITGA9,0.0019771666,True,outside,False,False
CR158ee290a-2683,21772.7775,12322.130833333336,Ex_SATB2_OVOA,0.00053091766,True,outside,False,False
CR158ee290a-2684,12726.079090909092,16520.46181818182,Ex_DACH2_ADAMTS5,0.00078121223,True,e,True,False
CR158ee290a-2685,15123.208125,18877.714375,Ex_DACH2_ADAMTS5,0.0009176509,True,outside,False,False
CR158ee290a-2686,10626.02470588235,16823.66117647059,Inh_LGE_like_FOXP1_DGKH,0.0013092094,True,e,True,False
CR158ee290a-2687,23091.106923076924,9778.333846153846,Ex_DACH2_ZMAT4,0.0014182566,True,outside,False,False
CR158ee290a-2688,18136.108,9523.364,Ex_BCL6,0.0029399516,True,outside,False,False
CR158ee290a-2689,23821.971999999998,6874.564000000001,Ex_DACH2_ZMAT4,0.0005446165,True,outside,False,False
CR158ee290a-269,25227.79625,11526.0025,Ex_SATB2_FOXP2,0.0013725389,True,outside,False,False
CR158ee290a-2690,8120.373,17124.358,Ex_DACH2_LHX2,0.0022455784,True,e,True,False
CR158ee290a-2691,10823.18625,16218.025625,Ex_DACH2_GRIK4,0.0013540777,True,e,True,False
CR158ee290a-2692,28121.798333333336,7085.1675,Ex_BCL6,0.0021843177,True,outside,False,False
CR158ee290a-2693,14020.898461538462,19020.43076923077,Inh_LGE_like_FOXP1_DGKH,0.0008461049,True,outside,False,False
CR158ee290a-2694,10521.452631578948,15728.204210526317,Ex_DACH2_ZMAT4,0.0014921424,True,e,True,False
CR158ee290a-2695,8168.791,14727.195000000002,Inh_MGE_like_SST_ABI3BP,0.004097668,True,e,True,False
CR158ee290a-2696,12572.825,13580.39625,Ex_SATB2_SOX6,0.0006485845,True,e,True,False
CR158ee290a-2697,24563.248333333333,6871.855,Ex_SATB2_ZNF385B,0.0016947105,True,outside,False,False
CR158ee290a-2698,9668.527647058823,15677.364705882354,Inh_OB_CPA6,0.005423645,True,e,True,False
CR158ee290a-2699,27624.471578947367,11823.031578947368,Ex_DACH2_ITGA9,0.0038315146,True,outside,False,False
CR158ee290a-27,12170.525833333331,7519.761666666666,Inh_OB_CPA6,0.010520876,True,outside,False,False
CR158ee290a-270,23671.9568,12735.1288,Ex_KIAA1217,0.0020813104,True,outside,False,False
CR158ee290a-2700,22671.6375,12277.2925,Ex_SATB2_OVOA,0.002352371,True,outside,False,False
CR158ee290a-2701,10274.825625,17171.821875,Inh_LGE_like_FOXP2,0.0013293357,True,outside,False,False
CR158ee290a-2702,12528.8175,16480.241875,Inh_OB_CPA6,0.0071486165,True,e,True,False
CR158ee290a-2703,10724.121875,14623.830625,Ex_DACH2_ZMAT4,0.0010893284,True,e,True,False
CR158ee290a-2704,25630.506086956524,10479.05695652174,Ex_DACH2_ADAMTS5,0.000546544,True,outside,False,False
CR158ee290a-2705,6425.6033333333335,20017.44916666667,Inh_MGE_like_SST_SLC24A2,0.0013023731,True,outside,False,False
CR158ee290a-2706,23883.169230769232,12280.15076923077,Ex_SATB2_FOXP2,0.0017306476,True,outside,False,False
CR158ee290a-2707,15878.370588235292,17526.597058823532,Ex_DACH2_GRIK4,0.0039351545,True,outside,False,False
CR158ee290a-2708,18371.29888888889,12367.73,Inh_LGE_like_FOXP2,0.00061744027,True,outside,False,False
CR158ee290a-2709,14072.115833333335,16173.695,Ex_DACH2_NR4A3,0.004017231,True,e,True,False
CR158ee290a-271,24675.091176470585,12818.271764705882,Ex_DACH2_NR4A3,0.0036790974,True,outside,False,False
CR158ee290a-2710,14064.789166666667,15576.114166666666,Ex_DACH2_ADAMTS5,0.0014908203,True,e,True,False
CR158ee290a-2711,6724.656,13422.401000000003,Ex_DACH2_GRIK4,0.0017277938,True,e,True,False
CR158ee290a-2712,10925.717272727272,12870.733636363637,Ex_DACH2_CEMIP,0.0027712793,True,e,True,False
CR158ee290a-2713,27579.5836,13016.9972,Ex_SATB2_OVOA,0.0020090225,True,outside,False,False
CR158ee290a-2714,12624.04,18425.3875,Inh_LGE_like_FOXP1_DGKH,0.0013891199,True,outside,False,False
CR158ee290a-2715,20570.36,12918.32625,Ex_DACH2_RORB,0.001631096,True,outside,False,False
CR158ee290a-2716,23429.56625,14619.55625,Ex_SATB2_ZNF385B,0.00233313,True,outside,False,False
CR158ee290a-2717,16531.64846153846,12268.186923076924,Ex_DACH2_ZMAT4,0.0015813733,True,outside,False,False
CR158ee290a-2718,8824.294375,14276.691875,Ex_BCL6,0.0061553577,True,e,True,False
CR158ee290a-2719,11921.500714285716,8427.052142857143,Inh_MGE_like_SST_SLC24A2,0.0020838685,True,outside,False,False
CR158ee290a-272,26571.515,14273.01,Ex_SATB2_SOX6,0.00055715797,True,outside,False,False
CR158ee290a-2720,29424.76142857143,6475.4514285714295,Ex_SATB2_SOX6,0.0006839242,True,outside,False,False
CR158ee290a-2721,15920.651999999996,12835.68,Ex_DACH2_ZMAT4,0.0018106818,True,outside,False,False
CR158ee290a-2722,10827.690714285714,13878.12,Ex_DACH2_ZMAT4,0.0015101432,True,e,True,False
CR158ee290a-2723,22072.302000000007,9071.731,Ex_SATB2_ZNF385B,0.0014579718,True,outside,False,False
CR158ee290a-2724,11923.820555555556,15725.170555555556,Inh_OB_CPA6,0.0042164917,True,e,True,False
CR158ee290a-2725,12325.657857142856,13672.126428571428,Ex_DACH2_CEMIP,0.0068317074,True,e,True,False
CR158ee290a-2726,12578.700833333334,11925.441666666666,Ex_DACH2_MGAT4C,0.0011181311,True,e,True,False
CR158ee290a-2727,7024.795000000001,19828.072142857145,Inh_LGE_like_FOXP1_DGKH,0.001176938,True,outside,False,False
CR158ee290a-2728,2272.285625,9325.096875,Inh_MGE_like_SST_SLC24A2,0.0031445841,True,outside,False,False
CR158ee290a-2729,25270.60666666667,3717.961111111111,Ex_SATB2_SOX6,0.00062293146,True,outside,False,False
CR158ee290a-273,19621.395555555555,13674.508888888891,Ex_SATB2_FOXP2,0.0018834185,True,outside,False,False
CR158ee290a-2730,8676.951363636363,17929.57909090909,Ex_SATB2_FOXP2,0.0013768363,True,outside,False,False
CR158ee290a-2731,29276.2885,10430.4385,Ex_DACH2_ZMAT4,0.0011805326,True,outside,False,False
CR158ee290a-2732,7968.416428571429,19373.45,Ex_DACH2_LHX2,0.0020862399,True,outside,False,False
CR158ee290a-2733,10921.158,14677.129333333334,Ex_DACH2_NR4A3,0.0021763388,True,e,True,False
CR158ee290a-2734,10130.940833333334,6523.515833333334,Inh_LGE_like_FOXP2,0.00078087614,True,mvl,False,True
CR158ee290a-2735,8422.376,19828.2548,Inh_MGE_like_SST_SLC24A2,0.002677117,True,outside,False,False
CR158ee290a-2736,13777.964000000002,14266.521,Inh_LGE_like_FOXP2,0.0012876398,True,e,True,False
CR158ee290a-2737,28216.960000000003,16570.62625,Ex_DACH2_MGAT4C,0.0009126407,True,outside,False,False
CR158ee290a-2738,12921.307857142858,17981.20142857143,Inh_LGE_like_FOXP1_DGKH,0.0012010812,True,outside,False,False
CR158ee290a-2739,16977.393333333333,15317.269999999999,Inh_LGE_like_FOXP2,0.0013460419,True,outside,False,False
CR158ee290a-274,12177.481111111112,16124.116666666663,Ex_DACH2_MGAT4C,0.0014410495,True,e,True,False
CR158ee290a-2740,10631.873571428572,15528.167142857144,Ex_DACH2_CEMIP,0.0046882625,True,e,True,False
CR158ee290a-2741,6770.4591666666665,14423.584166666667,Inh_OB_CPA6,0.0010380726,True,e,True,False
CR158ee290a-2742,28620.689642857145,10825.85392857143,Inh_LGE_like_FOXP1_DGKH,0.000772806,True,outside,False,False
CR158ee290a-2743,10277.281428571428,15774.47214285714,Ex_DACH2_ADAMTS5,0.0012077695,True,e,True,False
CR158ee290a-2744,12624.439090909093,16279.647272727272,Ex_DACH2_RORB,0.0018081958,True,e,True,False
CR158ee290a-2745,3271.2675,14876.847500000002,Ex_SATB2_ZNF385B,0.0010050464,True,outside,False,False
CR158ee290a-2746,10871.502,15718.193,Ex_DACH2_CEMIP,0.008399026,True,e,True,False
